oid,RAW_REFERENCE_KEY,Sign,ABSOLUTE_ODOMETER_m,US_WELD_NUMBER,US_WELD_DISTANCE_m,DS_WELD_DISTANCE_m,US_AGM_REFERENCE,US_AGM_DISTANCE_m,DS_AGM_REFERENCE,DS_AGM_DISTANCE_m,PARENT_CLUSTER,MAX_DEPTH_PCT,FEATURE_LENGTH_mm,FEATURE_WIDTH_mm,ORIENTATION_deg,SEAM_ORIENTATION_deg,FEATURE_TYPE,CURRENT_INDICATOR_LF,INT_EXT,WALL_THICKNESS_mm,SMYS_kPa,Year of Exceedance,085dL_RPR,RPR1.25,085dL_Burst_Pressure_kPa,MAOP_kPa,Type of Failure,COMMENTS
3333,GWD 15880,GWD,27281.407,GWD 15880,0,18.881,AGM 11,1796.01,VLV 4,301.53,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3334,GWD 15890,GWD,27300.288,GWD 15890,0,18.891,AGM 11,1814.891,VLV 4,282.649,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3335,GWD 15900,GWD,27319.179,GWD 15900,0,15.461,AGM 11,1833.782,VLV 4,263.758,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3336,GWD 15910,GWD,27334.64,GWD 15910,0,17.97,AGM 11,1849.243,VLV 4,248.297,,0,0,0,0,322.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3337,PMA 756,PMA,27342.733,GWD 15910,8.093,9.877,AGM 11,1857.336,VLV 4,240.204,,0.076,11.462,11.438,60,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
3338,PMA 757,PMA,27350.05,GWD 15910,15.41,2.56,AGM 11,1864.653,VLV 4,232.887,,0.06,44.65,50.639,225,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.149,1.347432024,16725,9930,,
3339,PMA 758,PMA,27350.061,GWD 15910,15.421,2.549,AGM 11,1864.664,VLV 4,232.876,,0.06,43.171,61.039,187.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.15,1.348237664,16735,9930,,
3340,PMA 759,PMA,27350.085,GWD 15910,15.445,2.525,AGM 11,1864.688,VLV 4,232.852,,0.06,17.283,91.441,127.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363222558,16921,9930,,
3341,GWD 15920,GWD,27352.61,GWD 15920,0,18.865,AGM 11,1867.213,VLV 4,230.327,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3342,GWD 15930,GWD,27371.475,GWD 15930,0,14.49,AGM 11,1886.078,VLV 4,211.462,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3343,GWD 15940,GWD,27385.965,GWD 15940,0,18.376,AGM 11,1900.568,VLV 4,196.972,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3344,GWD 15950,GWD,27404.341,GWD 15950,0,18.756,AGM 11,1918.944,VLV 4,178.596,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3345,PMA 760,PMA,27407.442,GWD 15950,3.101,15.655,AGM 11,1922.045,VLV 4,175.495,,0.063,14.796,14.039,255,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.364189325,16933,9930,,
3346,PMA 761,PMA,27415.899,GWD 15950,11.558,7.198,AGM 11,1930.502,VLV 4,167.038,,0.06,21.448,36.935,202.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.161,1.361047331,16894,9930,,
3347,PMA 762,PMA,27415.904,GWD 15950,11.563,7.193,AGM 11,1930.507,VLV 4,167.033,,0.06,27.212,46.987,157.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.158,1.357663646,16852,9930,,
3348,PMA 763,PMA,27415.913,GWD 15950,11.572,7.184,AGM 11,1930.516,VLV 4,167.024,,0.06,17.839,86.734,105,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.362980866,16918,9930,,
3349,PMA 764,PMA,27418.358,GWD 15950,14.017,4.739,AGM 11,1932.961,VLV 4,164.579,,0.06,19.396,78.041,202.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.362175227,16908,9930,,
3350,PMA 765,PMA,27418.362,GWD 15950,14.021,4.735,AGM 11,1932.965,VLV 4,164.575,,0.06,21.581,67.446,157.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.161,1.360966767,16893,9930,,
3351,PMA 766,PMA,27418.367,GWD 15950,14.026,4.73,AGM 11,1932.97,VLV 4,164.57,,0.06,20.668,75.811,112.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.161,1.361450151,16899,9930,,
3352,PMA 767,PMA,27420.765,GWD 15950,16.424,2.332,AGM 11,1935.368,VLV 4,162.172,,0.06,56.643,88.841,112.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.144,1.341309164,16649,9930,,
3353,GWD 15960,GWD,27423.097,GWD 15960,0,18.901,AGM 11,1937.7,VLV 4,159.84,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3354,GWD 15970,GWD,27441.998,GWD 15970,0,18.894,AGM 11,1956.601,VLV 4,140.939,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3355,GWD 15980,GWD,27460.892,GWD 15980,0,16.643,AGM 11,1975.495,VLV 4,122.045,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3356,PMA 768,PMA,27469.343,GWD 15980,8.451,8.192,AGM 11,1983.946,VLV 4,113.594,,0.06,15.986,16.633,315,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363867069,16929,9930,,
3357,PMA 769,PMA,27474.027,GWD 15980,13.135,3.508,AGM 11,1988.63,VLV 4,108.91,,0.06,15.234,16.788,300,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.364189325,16933,9930,,
3358,PMA 770,PMA,27474.8,GWD 15980,13.908,2.735,AGM 11,1989.403,VLV 4,108.137,,0.074,15.163,15.797,315,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363303122,16922,9930,,
3359,GWD 15990,GWD,27477.535,GWD 15990,0,18.877,AGM 11,1992.138,VLV 4,105.402,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3360,GWD 16000,GWD,27496.412,GWD 16000,0,18.907,AGM 11,2011.015,VLV 4,86.525,,0,0,0,0,112.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3361,GWD 16010,GWD,27515.319,GWD 16010,0,18.893,AGM 11,2029.922,VLV 4,67.618,,0,0,0,0,322.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3362,GWD 16020,GWD,27534.212,GWD 16020,0,18.888,AGM 11,2048.815,VLV 4,48.725,,0,0,0,0,30,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3363,GWD 16030,GWD,27553.1,GWD 16030,0,18.515,AGM 11,2067.703,VLV 4,29.837,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3364,GWD 16040,GWD,27571.615,GWD 16040,0,0.479,AGM 11,2086.218,VLV 4,11.322,,0,0,0,0,0,Girth Weld,Y,,12.7,386000,,0,,0,0,,
3365,GWD 16050,GWD,27572.094,GWD 16050,0,4.755,AGM 11,2086.697,VLV 4,10.843,,0,0,0,0,0,Girth Weld,Y,,12.7,386000,,0,,0,0,,
3366,BND 22,BND,27573.368,GWD 16050,1.274,3.481,AGM 11,2087.971,VLV 4,9.569,,0,2981.996,0,135,0,Bend,Y,,12.7,386000,,0,,0,0,,
3367,GWD 16060,GWD,27576.849,GWD 16060,0,5.547,AGM 11,2091.452,VLV 4,6.088,,0,0,0,0,0,Girth Weld,Y,,12.7,386000,,0,,0,0,,
3368,BND 23,BND,27578.037,GWD 16060,1.188,4.359,AGM 11,2092.64,VLV 4,4.9,,0,2961.589,0,150,0,Bend,Y,,12.7,386000,,0,,0,0,,
3369,TEE 5,TEE,27581.461,GWD 16060,4.612,0.935,AGM 11,2096.064,VLV 4,1.476,,0,0,0,7.5,0,Tee,Y,,12.7,386000,,0,,0,0,,
3370,TEE 6,TEE,27581.92,GWD 16060,5.071,0.476,AGM 11,2096.523,VLV 4,1.017,,0,0,0,15,0,Tee,Y,,12.7,386000,,0,,0,0,,
3371,GWD 16070,GWD,27582.396,GWD 16070,0,1.081,AGM 11,2096.999,VLV 4,0.541,,0,0,0,0,0,Girth Weld,Y,,12.7,386000,,0,,0,0,,
3372,VLV 4,VLV,27582.937,GWD 16070,0.541,0.54,AGM 11,2097.54,VLV 5,3357.827,,0,0,0,0,0,Valve,Y,,12.7,386000,,0,,0,0,,AGM 170
3373,GWD 16080,GWD,27583.477,GWD 16080,0,6.102,VLV 4,0.54,VLV 5,3357.287,,0,0,0,0,0,Girth Weld,Y,,12.7,386000,,0,,0,0,,
3374,TEE 7,TEE,27583.942,GWD 16080,0.465,5.637,VLV 4,1.005,VLV 5,3356.822,,0,0,0,15,0,Tee,Y,,12.7,386000,,0,,0,0,,
3375,TEE 8,TEE,27584.387,GWD 16080,0.91,5.192,VLV 4,1.45,VLV 5,3356.377,,0,0,0,7.5,0,Tee,Y,,12.7,386000,,0,,0,0,,
3376,TEE 9,TEE,27584.635,GWD 16080,1.158,4.944,VLV 4,1.698,VLV 5,3356.129,,0,0,0,7.5,0,Tee,Y,,12.7,386000,,0,,0,0,,
3377,BND 24,BND,27585.121,GWD 16080,1.644,4.458,VLV 4,2.184,VLV 5,3355.643,,0,3123.76,0,142.5,0,Bend,Y,,12.7,386000,,0,,0,0,,
3378,GWD 16090,GWD,27589.579,GWD 16090,0,5.093,VLV 4,6.642,VLV 5,3351.185,,0,0,0,0,0,Girth Weld,Y,,12.7,386000,,0,,0,0,,
3379,BND 25,BND,27589.829,GWD 16090,0.25,4.843,VLV 4,6.892,VLV 5,3350.935,,0,3117.432,0,135,0,Bend,Y,,12.7,386000,,0,,0,0,,
3380,GWD 16100,GWD,27594.672,GWD 16100,0,0.487,VLV 4,11.735,VLV 5,3346.092,,0,0,0,0,0,Girth Weld,Y,,12.7,386000,,0,,0,0,,
3381,GWD 16110,GWD,27595.159,GWD 16110,0,11.741,VLV 4,12.222,VLV 5,3345.605,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3382,GWD 16120,GWD,27606.9,GWD 16120,0,18.869,VLV 4,23.963,VLV 5,3333.864,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3383,GWD 16130,GWD,27625.769,GWD 16130,0,18.858,VLV 4,42.832,VLV 5,3314.995,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3384,GWD 16140,GWD,27644.627,GWD 16140,0,18.818,VLV 4,61.69,VLV 5,3296.137,,0,0,0,0,105,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3385,GWD 16150,GWD,27663.445,GWD 16150,0,18.837,VLV 4,80.508,VLV 5,3277.319,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3386,GWD 16160,GWD,27682.282,GWD 16160,0,18.84,VLV 4,99.345,VLV 5,3258.482,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3387,GWD 16170,GWD,27701.122,GWD 16170,0,13.397,VLV 4,118.185,VLV 5,3239.642,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3388,GWD 16180,GWD,27714.519,GWD 16180,0,18.798,VLV 4,131.582,VLV 5,3226.245,,0,0,0,0,37.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3389,GWD 16190,GWD,27733.317,GWD 16190,0,18.793,VLV 4,150.38,VLV 5,3207.447,,0,0,0,0,7.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3390,BND 26,BND,27735.108,GWD 16190,1.791,17.002,VLV 4,152.171,VLV 5,3205.656,,0,6862.898,0,22.5,0,Bend,Y,,5.56,414000,,0,,0,0,,
3391,GWD 16200,GWD,27752.11,GWD 16200,0,18.864,VLV 4,169.173,VLV 5,3188.654,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3392,GWD 16210,GWD,27770.974,GWD 16210,0,18.866,VLV 4,188.037,VLV 5,3169.79,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3393,GWD 16220,GWD,27789.84,GWD 16220,0,18.84,VLV 4,206.903,VLV 5,3150.924,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3394,GWD 16230,GWD,27808.68,GWD 16230,0,18.654,VLV 4,225.743,VLV 5,3132.084,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3395,GWD 16240,GWD,27827.334,GWD 16240,0,18.841,VLV 4,244.397,VLV 5,3113.43,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3396,GWD 16250,GWD,27846.175,GWD 16250,0,18.838,VLV 4,263.238,VLV 5,3094.589,,0,0,0,0,262.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3397,GWD 16260,GWD,27865.013,GWD 16260,0,10.447,VLV 4,282.076,VLV 5,3075.751,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3398,GWD 16270,GWD,27875.46,GWD 16270,0,7.831,VLV 4,292.523,VLV 5,3065.304,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3399,GWD 16280,GWD,27883.291,GWD 16280,0,14.329,VLV 4,300.354,VLV 5,3057.473,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3400,GWD 16290,GWD,27897.62,GWD 16290,0,11.442,VLV 4,314.683,VLV 5,3043.144,,0,0,0,0,322.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3401,GWD 16300,GWD,27909.062,GWD 16300,0,12.379,VLV 4,326.125,VLV 5,3031.702,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3402,GWD 16310,GWD,27921.441,GWD 16310,0,18.825,VLV 4,338.504,VLV 5,3019.323,,0,0,0,0,352.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3403,GWD 16320,GWD,27940.266,GWD 16320,0,15.399,VLV 4,357.329,VLV 5,3000.498,,0,0,0,0,30,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3404,BND 27,BND,27941.949,GWD 16320,1.683,13.716,VLV 4,359.012,VLV 5,2998.815,,0,8596.104,0,225,0,Bend,Y,,4.8,414000,,0,,0,0,,
3405,CLS 68,CLS,27948.187,GWD 16320,7.921,7.478,VLV 4,365.25,VLV 5,2992.577,,0.073,13.235,74.158,255,0,Cluster,Y,E,4.8,414000,,1.163,1.364350453,16935,9930,,
3406,DMA 803,DMA,27948.187,GWD 16320,7.921,7.478,VLV 4,365.25,VLV 5,2992.577,CLS 68,0.073,13.235,16.48,270,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364350453,16935,9930,,
3407,DMA 804,DMA,27948.189,GWD 16320,7.923,7.476,VLV 4,365.252,VLV 5,2992.575,CLS 68,0.06,11.349,37.273,247.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
3408,DMA 805,DMA,27953.141,GWD 16320,12.875,2.524,VLV 4,370.204,VLV 5,2987.623,CLS 69,0.076,13.758,13.575,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363947633,16930,9930,,
3409,CLS 69,CLS,27953.141,GWD 16320,12.875,2.524,VLV 4,370.204,VLV 5,2987.623,,0.109,18.782,32.727,52.5,0,Cluster,Y,E,4.8,414000,,1.158,1.357583082,16851,9930,,
3410,DMA 806,DMA,27953.146,GWD 16320,12.88,2.519,VLV 4,370.209,VLV 5,2987.618,CLS 69,0.109,13.586,24.042,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362175227,16908,9930,,On SWD
3411,DMA 807,DMA,27953.763,GWD 16320,13.497,1.902,VLV 4,370.826,VLV 5,2987.001,CLS 70,0.131,14.238,13.841,15,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.16,1.360241692,16884,9930,,
3412,CLS 70,CLS,27953.763,GWD 16320,13.497,1.902,VLV 4,370.826,VLV 5,2987.001,,0.131,22.363,17.89,15,0,Cluster,Y,E,4.8,414000,,1.152,1.350735146,16766,9930,,
3413,DMA 808,DMA,27953.774,GWD 16320,13.508,1.891,VLV 4,370.837,VLV 5,2986.99,CLS 70,0.119,11.508,8,15,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363303122,16922,9930,,
3414,DMA 809,DMA,27953.775,GWD 16320,13.509,1.89,VLV 4,370.838,VLV 5,2986.989,,0.086,12.007,26.826,127.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364431017,16936,9930,,
3415,PMA 771,PMA,27953.895,GWD 16320,13.629,1.77,VLV 4,370.958,VLV 5,2986.869,,0.094,11.562,12.08,127.5,0,Pipe Mill Anomaly,Y,I,4.8,414000,,1.163,1.364350453,16935,9930,,
3416,PMA 772,PMA,27953.902,GWD 16320,13.636,1.763,VLV 4,370.965,VLV 5,2986.862,,0.195,10.886,50.507,262.5,0,Pipe Mill Anomaly,Y,I,4.8,414000,,1.16,1.360644512,16889,9930,,
3417,PMA 773,PMA,27953.902,GWD 16320,13.636,1.763,VLV 4,370.965,VLV 5,2986.862,,0.158,11.08,65.462,240,0,Pipe Mill Anomaly,Y,I,4.8,414000,,1.161,1.362014099,16906,9930,,
3418,GWD 16330,GWD,27955.665,GWD 16330,0,10.034,VLV 4,372.728,VLV 5,2985.099,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3419,PMA 774,PMA,27965.088,GWD 16330,9.423,0.611,VLV 4,382.151,VLV 5,2975.676,,0.06,25.309,47.736,210,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.159,1.358791541,16866,9930,,
3420,PMA 775,PMA,27965.095,GWD 16330,9.43,0.604,VLV 4,382.158,VLV 5,2975.669,,0.06,38.853,65.304,255,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.152,1.350735146,16766,9930,,
3421,GWD 16340,GWD,27965.699,GWD 16340,0,11.883,VLV 4,382.762,VLV 5,2975.065,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3422,GWD 16350,GWD,27977.582,GWD 16350,0,14.883,VLV 4,394.645,VLV 5,2963.182,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3423,GWD 16360,GWD,27992.465,GWD 16360,0,15.838,VLV 4,409.528,VLV 5,2948.299,,0,0,0,0,45,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3424,DMA 810,DMA,28003.1,GWD 16360,10.635,5.203,VLV 4,420.163,VLV 5,2937.664,,0.225,14.766,14.605,75,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.153,1.352507553,16788,9930,,Possible PMA
3425,GWD 16370,GWD,28008.303,GWD 16370,0,15.769,VLV 4,425.366,VLV 5,2932.461,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3426,GWD 16380,GWD,28024.072,GWD 16380,0,15.889,VLV 4,441.135,VLV 5,2916.692,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3427,PMA 776,PMA,28027.363,GWD 16380,3.291,12.598,VLV 4,444.426,VLV 5,2913.401,,0.06,12.711,11.775,37.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
3428,GWD 16390,GWD,28039.961,GWD 16390,0,14.098,VLV 4,457.024,VLV 5,2900.803,,0,0,0,0,277.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3429,DMA 811,DMA,28040.49,GWD 16390,0.529,13.569,VLV 4,457.553,VLV 5,2900.274,,0.07,12.713,21.944,210,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364833837,16941,9930,,
3430,DMA 812,DMA,28041.534,GWD 16390,1.573,12.525,VLV 4,458.597,VLV 5,2899.23,,0.06,11.795,10.05,187.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
3431,DMA 813,DMA,28041.55,GWD 16390,1.589,12.509,VLV 4,458.613,VLV 5,2899.214,CLS 71,0.186,12.445,10.112,285,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.159,1.358952669,16868,9930,,Near SWD
3432,DMA 814,DMA,28041.562,GWD 16390,1.601,12.497,VLV 4,458.625,VLV 5,2899.202,CLS 71,0.1,12.496,10.812,292.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.36346425,16924,9930,,
3433,CLS 71,CLS,28041.55,GWD 16390,1.589,12.509,VLV 4,458.613,VLV 5,2899.214,,0.186,42.961,24.929,292.5,0,Cluster,Y,E,4.8,414000,,1.11,1.30183283,16159,9930,,
3434,DMA 815,DMA,28041.581,GWD 16390,1.62,12.478,VLV 4,458.644,VLV 5,2899.183,CLS 71,0.171,12.578,13.545,292.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.159,1.359677744,16877,9930,,Near SWD
3435,DMA 816,DMA,28041.855,GWD 16390,1.894,12.204,VLV 4,458.918,VLV 5,2898.909,,0.067,11.179,38.51,97.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365558912,16950,9930,,
3436,DMA 817,DMA,28041.911,GWD 16390,1.95,12.148,VLV 4,458.974,VLV 5,2898.853,CLS 72,0.06,22.26,33.404,270,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.16,1.360563948,16888,9930,,Near SWD
3437,CLS 72,CLS,28041.911,GWD 16390,1.95,12.148,VLV 4,458.974,VLV 5,2898.853,,0.06,57.76,35.617,270,0,Cluster,Y,E,4.8,414000,,1.143,1.34082578,16643,9930,,
3438,DMA 818,DMA,28041.95,GWD 16390,1.989,12.109,VLV 4,459.013,VLV 5,2898.814,CLS 72,0.06,18.574,32.834,270,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362578046,16913,9930,,Near SWD
3439,PMA 777,PMA,28046.276,GWD 16390,6.315,7.783,VLV 4,463.339,VLV 5,2894.488,,0.06,11.708,8,210,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
3440,PMA 778,PMA,28047.883,GWD 16390,7.922,6.176,VLV 4,464.946,VLV 5,2892.881,,0.06,12.062,12.984,345,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365558912,16950,9930,,
3441,PMA 779,PMA,28048.006,GWD 16390,8.045,6.053,VLV 4,465.069,VLV 5,2892.758,,0.06,11.469,8,345,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
3442,GWD 16400,GWD,28054.059,GWD 16400,0,18.785,VLV 4,471.122,VLV 5,2886.705,,0,0,0,0,105,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3443,GWD 16410,GWD,28072.844,GWD 16410,0,13.024,VLV 4,489.907,VLV 5,2867.92,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3444,GWD 16420,GWD,28085.868,GWD 16420,0,18.827,VLV 4,502.931,VLV 5,2854.896,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3445,GWD 16430,GWD,28104.695,GWD 16430,0,18.855,VLV 4,521.758,VLV 5,2836.069,,0,0,0,0,352.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3446,BND 28,BND,28106.361,GWD 16430,1.666,17.189,VLV 4,523.424,VLV 5,2834.403,,0,13467.776,0,75,0,Bend,Y,,4.8,414000,,0,,0,0,,
3447,PMA 780,PMA,28113.113,GWD 16430,8.418,10.437,VLV 4,530.176,VLV 5,2827.651,,0.125,13.644,11.073,307.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.161,1.361127895,16895,9930,,
3448,GWD 16440,GWD,28123.55,GWD 16440,0,18.846,VLV 4,540.613,VLV 5,2817.214,,0,0,0,0,7.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3449,BND 29,BND,28126.129,GWD 16440,2.579,16.267,VLV 4,543.192,VLV 5,2814.635,,0,7278.572,0,105,0,Bend,Y,,4.8,414000,,0,,0,0,,
3450,GWD 16450,GWD,28142.396,GWD 16450,0,18.841,VLV 4,559.459,VLV 5,2798.368,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3451,GWD 16460,GWD,28161.237,GWD 16460,0,9.682,VLV 4,578.3,VLV 5,2779.527,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3452,DMA 819,DMA,28164.359,GWD 16460,3.122,6.56,VLV 4,581.422,VLV 5,2776.405,,0.06,11.8,9.231,157.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
3453,GWD 16470,GWD,28170.919,GWD 16470,0,18.791,VLV 4,587.982,VLV 5,2769.845,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3454,GWD 16480,GWD,28189.71,GWD 16480,0,18.837,VLV 4,606.773,VLV 5,2751.054,,0,0,0,0,30,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3455,BND 30,BND,28203.93,GWD 16480,14.22,4.617,VLV 4,620.993,VLV 5,2736.834,,0,1042.756,0,157.5,0,Bend,Y,,4.8,414000,,0,,0,0,,
3456,PMA 781,PMA,28206.936,GWD 16480,17.226,1.611,VLV 4,623.999,VLV 5,2733.828,,0.06,13.262,12.684,172.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
3457,GWD 16490,GWD,28208.547,GWD 16490,0,18.93,VLV 4,625.61,VLV 5,2732.217,,0,0,0,0,345,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3458,BND 31,BND,28210.303,GWD 16490,1.756,17.174,VLV 4,627.366,VLV 5,2730.461,,0,14318.125,0,172.5,0,Bend,Y,,4.8,414000,,0,,0,0,,
3459,GWD 16500,GWD,28227.477,GWD 16500,0,18.839,VLV 4,644.54,VLV 5,2713.287,,0,0,0,0,105,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3460,GWD 16510,GWD,28246.316,GWD 16510,0,18.855,VLV 4,663.379,VLV 5,2694.448,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3461,GWD 16520,GWD,28265.171,GWD 16520,0,18.842,VLV 4,682.234,VLV 5,2675.593,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3462,GWD 16530,GWD,28284.013,GWD 16530,0,18.847,VLV 4,701.076,VLV 5,2656.751,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3463,PMA 782,PMA,28284.107,GWD 16530,0.094,18.753,VLV 4,701.17,VLV 5,2656.657,,0.062,12.598,13.278,195,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
3464,GWD 16540,GWD,28302.86,GWD 16540,0,18.798,VLV 4,719.923,VLV 5,2637.904,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3465,GWD 16550,GWD,28321.658,GWD 16550,0,18.815,VLV 4,738.721,VLV 5,2619.106,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3466,GWD 16560,GWD,28340.473,GWD 16560,0,18.84,VLV 4,757.536,VLV 5,2600.291,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
